 ident,name,latitude_deg,longitude_deg
RJSO,JASDF Airport,41.23300171,141.1329956
RJSR,Odate Noshiro Airport,40.19189835,140.3710022
RJSS,Sendai Airport,38.13970184,140.9170074
RJST,Matsushima Air Base,38.4048996,141.2200012
RJSU,Sendai Kasuminom Airport,38.23559952,140.9230042
RJSY,Shonai Airport,38.81219864,139.7870026
RJTA,Atsugi Naval Air Facility,35.45460129,139.4499969
RJTC,Tachikawa Airfield,35.71080017,139.4029999
RJTE,Tateyama Airport,34.987099,139.828995
RJTF,Chofu Airport,35.67169952,139.5279999
RJTH,Hachijojima Airport,33.11500168,139.7859955
RJTI,Tokyo Heliport,35.635924,139.839475
RJTJ,Iruma Air Base,35.84189987,139.4109955
RJTK,Kisarazu Airport,35.39830017,139.9100037
RJTL,Shimofusa Airport,35.7989006,140.0110016
RJTO,Oshima Airport,34.7820015,139.3600006
RJTQ,Miyakejima Airport,34.07360077,139.5599976
RJTR,Kastner Army Heliport,35.51380157,139.3939972
RJTS,Soumagahara Heliport,36.434767,138.952936
RJTT,Tokyo Haneda International Airport,35.552299,139.779999
RJTU,Utsunomiya Airport,36.5145,139.87101
RJTX,Yokosuka Heliport,35.28992462,139.6799164
RJTY,Yokota Air Base,35.74850082,139.3480072
RJX2,Daicolo-Aibetsu,43.882428,142.609384
RJX9,Teshikage Airport,43.480017,144.434252
RK01,Charlie Block (H 177) Heliport,37.83645,126.80712
RK02,H 200 Heliport,37.347767,127.012862
RK03,Camp Nabors (H 202) Heliport,37.940957,126.969984
RK04,Camp Mosier (H 211) Heliport,37.768077,127.039222
RK05,Camp Casey East Heliport (H-221),37.921815,127.085992
RK06,Camp Edwards (H 230) Heliport,37.779725,126.785276
RK07,H 233 Heliport,38.240995,127.108458
RK08,Camp Colbern Heliport (H-245),37.51673,127.227945
RK09,H 247 Heliport,37.763077,127.00559
RK0A,H 173A Heliport,37.911791,126.878977
RK11,Camp Merser (H 250) Heliport,37.524969,126.7907
RK12,C 281 Heliport,37.426863,127.060554
RK13,Yanggu (G 404) Airport,38.086574,127.986817
RK14,Idong Airport (G-231),38.0266,127.366997
RK15,Ji Po Ri Airfield (G-237),38.155043,127.314076
RK16,G 312 Airport,38.075739,127.521122
RK17,G 406 Airport,38.139645,128.009123
RK18,G 233 Airport,38.083162,127.269037
RK19,G 314 Airport,38.13908,127.740312
RK1C,Camp Thompson Heliport (C-100),37.387971,126.889005
RK1D,C 106 Heliport,37.623388,126.643615
RK1E,C 109 Heliport,37.749109,126.929365
RK1F,McDonald Barracks Heliport (C-114),37.829353,126.842989
RK1G,C 116 Heliport,37.83416667,126.8155556
RK1H,Camp McNair Heliport (C-118),37.856336,126.863964
RK1J,Camp Greaves Heliport (H-122),37.901432,126.735642
RK1K,C 123 Heliport,37.893679,126.724243
RK1L,C 126 Heliport,37.924399,126.793232
RK1M,C 132 Heliport,37.36762,126.778949
RK1N,C 135 Heliport,37.623114,126.703641
RK1P,Camp Irwin (C 141) Heliport,37.856482,126.927248
RK1Q,C 143 Heliport,37.462558,126.893061
RK1R,C 147 Heliport,37.40668,126.662286
RK1T,C 151 Heliport,37.612034,126.874189
RK1V,C 157 Heliport,37.721953,126.909629
RK1W,C 158 Heliport,37.947837,126.747393
RK1X,C 161 Heliport,37.79781,126.851741
RK1Y,C 171 Heliport,37.8275,126.8092
RK20,G 500 Airport,36.11109924,127.1039963
RK21,G 413 Airport,38.382541,128.458071
RK22,G 313 Airport,38.120023,127.686067
RK24,G 522 Airport,36.179211,127.83582
RK25,Tongjin Airfield (G-107),37.715263,126.56011
RK27,G 218 Airport,37.895023,126.970518
RK28,G 219 Airport,37.90939,127.008455
RK29,Guri Airport (G-203),37.6437,127.149002
RK2A,C 181Heliport,37.631898,126.674233
RK2B,C 182 Heliport,37.754008,126.434821
RK2C,C 183 Heliport,37.815291,126.263275
RK2D,C 184 Heliport,37.673009,126.163267
RK2F,C 186 Heliport,37.688264,126.128182
RK2G,C 188 Heliport,37.885735,126.7164
RK2J,C 190 Heliport,37.911313,126.810185
RK2K,C 191 Heliport,37.908727,126.712017
RK2L,C 192 Heliport,37.683856,126.797888
RK2M,Camp Flagstaff (C 205) Heliport,37.715062,127.038693
RK2O,C 241 Heliport,37.84965,127.015807
RK2P,C 242 Heliport,37.469615,127.010558
RK2Q,C 250 Heliport,37.8807,127.1689
RK2R,C-251 Heliport,37.916051,127.311129
RK2U,C 257 Heliport,37.803691,127.004469
RK2V,C 259 Heliport,38.027019,127.13306
RK2X,C-262 Heliport,37.8298,127.3483
RK2Y,C 265 Heliport,38.071136,127.351839
RK31,G 307 Airport,37.929821,127.75737
RK32,G 420 Airport,37.956177,128.31645
RK33,G 418 Airport,37.344616,128.384085
RK34,G 417 Airport,37.650036,128.569608
RK35,G 225 Airport,38.022685,126.971534
RK36,G 238 Airport,38.176646,127.102139
RK37,Camp Beavers (G-227) Airfield,38.025626,127.11106
RK38,Baek Ui Ri Airfield (G 228),38.030034,127.141181
RK39,G 239 Airport,38.198715,127.222849
RK3A,C 271 Heliport,37.487394,127.143182
RK3D,C 316 Heliport,38.168958,127.431938
RK3E,C-320 Heliport,38.063931,127.768614
RK3H,C 325 Heliport,37.9521,127.70871
RK3J,C 327 Heliport,37.471859,127.526628
RK3K,C-332 Heliport,37.744434,127.42744
RK3L,C 335 Heliport,37.974824,127.665687
RK3M,C 400 Heliport,37.426179,127.969772
RK3N,C 406 Heliport,38.318124,128.109869
RK3O,C-408 Heliport,38.067449,128.634152
RK3P,C-411 Heliport,37.403692,127.95077
RK3Q,C 412 Heliport,37.469089,129.157127
RK3R,C-422 Heliport,38.226108,127.951895
RK3S,C 424 Heliport,37.334958,127.956023
RK3T,C 426 Heliport,37.804964,127.998518
RK3U,C-427 Heliport,37.354908,129.250098
RK3V,C 428 Heliport,38.115545,128.195461
RK3W,C 432 Heliport,38.416769,128.466378
RK3X,C 433 Heliport,37.326538,127.968814
RK40,G 240 Airport,38.248814,127.378267
RK41,G 317 Airport,38.215997,127.65697
RK42,G 311 Airport,38.055851,127.797384
RK43,G 414 Airport,38.106192,128.201002
RK44,G 412 Airport,38.240034,128.20869
RK46,G 602 Airfield,36.550464,128.758087
RK48,G 419 Airport,37.703542,127.905439
RK49,G 530 Airport,36.75600052,126.3300018
RK4A,C 504 Heliport,36.53472222,126.6180556
RK4B,C-507 Heliport,36.801657,127.561725
RK4D,C 512 Heliport,36.91916667,127.1611111
RK4F,C-514 Heliport,36.767711,126.292512
RK4G,C-516 Heliport,36.948704,126.959671
RK4H,C-517 Heliport,37.201187,126.847241
RK4J,C 518 Heliport,37.067,127.174
RK4K,C 519 Heliport,37.2012,126.8472
RK4M,Junction City Heliport (C-521),36.850262,127.224558
RK4N,C 523 Heliport,36.337644,126.534667
RK4O,C 527 Heliport,36.526907,127.857811
RK4P,C 528 Heliport,36.56352,127.277735
RK4Q,C 531 Heliport,37.205889,127.465712
RK4R,C 535 Heliport,36.424708,127.263393
RK4S,C 613 Heliport,36.069717,129.556097
RK4U,H 704 Heliport,35.975957,126.805044
RK4W,H 809 Heliport,35.196938,129.14911
RK4Y,H 811 Helipad,35.740031,128.689006
RK4Z,C 232 Heliport,38.064883,127.254966
RK50,G 526 Airport,36.58380127,126.6600037
RK51,G 532 Airport,36.541607,127.285833
RK52,Yangin Airport (G-501),37.286747,127.225446
RK55,Camp Eagle (H 401) Heliport,37.453901,127.973299
RK57,Camp Walker (H 805) Heliport,35.841195,128.591752
RK58,Gyeongju Airfield (G-806),35.8493,129.222908
RK5B,H 831 Heliport,35.23924,128.620167
RK5C,H 832 Heliport,35.99416667,128.4194444
RK5G,C 714 Heliport,34.977001,127.83656
RK5H,C 715 Heliport,34.992679,127.870919
RK5J,C 716 Heliport,34.854456,127.229699
RK5K,C 717 Heliport,35.055121,126.699513
RK5L,C 718 Heliport,35.154074,126.86471
RK5M,C 719 Heliport,35.876108,127.132562
RK5N,C 720 Heliport,35.196911,126.907762
RK5O,C 722 Heliport,35.123796,127.009999
RK5P,C 723 Heliport,35.250114,126.604943
RK5Q,C 816 Heliport,35.202091,129.149238
RK5R,C 817 Heliport,35.063166,129.073526
RK5S,C 818 Heliport,35.167432,128.76064
RK5V,C 821 Heliport,35.400238,129.107549
RK5W,C 822 Heliport,35.38111111,129.1016667
RK5X,C 823 Heliport,35.762818,128.602081
RK5Y,C 824 Heliport,35.901702,128.311354
RK5Z,C 826 Heliport,35.11277778,128.4316667
RK60,G 712 Airport,35.306607,126.494962
RK61,Camp Red Cloud (H 209) Heliport,37.751274,127.026243
RK64,C 187 Heliport,37.417138,126.94514
RK65,C 415 Heliport,37.387969,127.944935
RK67,C 431 Heliport,37.713659,128.899774
RK68,C 524 Heliport,36.300483,126.526634
RK6A,C 827 Heliport,35.174419,129.15715
RK6B,C 828 Heliport,35.866277,128.655233
RK6C,C 621 Heliport,36.264899,127.10216
RK6D,G 710 Airport,35.34209824,127.0299988
RK6G,H 104 Heliport,37.743877,126.436183
RK6H,H 108 Heliport,37.748564,126.824606
RK6J,JSA Rear Heliport (H 127),37.933189,126.727172
RK6M,H 173 Heliport,37.907542,126.875829
RK6N,H 175 Heliport,37.877004,126.793655
RK6O,Chechon (G 605) Airport,37.16283,128.219247
RK6R,C 102 Heliport,37.88022,126.79866
RK6S,Camp Giant H-163 Heliport,37.834088,126.815499
RK6T,C272 Heliport,37.357537,127.255454
RK6V,C 145 Heliport,37.414733,126.826464
RK6W,C 201 Heliport,37.392468,127.151492
RK6X,Nogok-ri Airfield (G-130),37.993567,126.919169
RK6Y,H 105 Heliport,37.926207,126.820046
RK6Z,C 176 Heliport,37.907487,126.797979
RK70,C 150 Heliport,37.471965,126.748326
RK71,C 136 Heliport,37.759939,126.797225
RK72,C 258 Heliport,37.898258,126.966057
RK73,Bongamri (C 263) Heliport,37.912636,127.011338
RK74,C 253 Heliport,38.0129,127.3288
RK75,C-254 Heliport,38.022795,127.353601
RK76,C 260 Heliport,38.132595,127.24711
RK77,C 331 Heliport,37.938624,127.770588
RK79,C-328 Heliport,38.054738,127.526872
RK7A,C 240 Heliport,37.306202,127.064599
RK7B,C 243 Heliport,37.62055556,127.1958333
RK7C,C 286 Heliport,37.457959,127.189861
RK7D,C 288 Heliport,37.451284,127.243081
RK7H,G 162 Airfield,38.048893,126.927928
RK7I,Munhak Heliport (C-107),37.430767,126.675673
RK7J,C-244 Heliport,37.733712,127.223595
RK7K,C 120 Heliport,37.870001,126.778345
RK7N,C 245 Heliport,38.00444444,127.3602778
RK7Q,C 202 Heliport,37.946457,126.977298
RK7R,C 249 Heliport,37.753365,127.057614
RK80,C-330 Heliport,38.134246,127.671705
RK82,G 405 Airport,38.119736,128.040247
RK83,C 429 Heliport,38.131717,128.019012
RK85,C 434 Heliport,38.290985,128.493747
RK86,C 329 Heliport,37.692495,127.859906
RK87,C 425 Heliport,37.950835,128.319618
RK88,C 533 Heliport,37.251675,127.182825
RK8D,N 109 Helipad,36.149164,129.358177
RK8E,N 110 Helipad,36.236092,129.37954
RK8G,N 203 Helipad,37.080654,125.948339
RK8I,N 211 Helipad,37.750906,126.593269
RK8J,N 212 Helipad,37.738302,126.561561
RK8K,N 214 Helipad,37.762465,126.558811
RK8L,N 215 Helipad,37.82548,126.430136
RK8M,N 220 Helipad,37.650626,126.254371
RK8N,N 222 Helipad,37.633518,126.563985
RK8P,N 229 Helipad,37.754413,126.417202
RK8R,N 302 Helipad,34.63784,128.573811
RK8S,N 303 Helipad,34.634115,128.249592
RK8T,N 305 Helipad,34.028933,127.304587
RK8V,N 307 Helipad,35.351656,126.035154
RK8W,N 308 Helipad,34.682567,125.435927
RK8X,N 309 Helipad,34.728123,126.438295
RK8Y,N 310 Helipad,34.70277,126.587257
RK91,Camp Jackson (H 248) Heliport,37.699072,127.044007
RK94,H 310 Heliport,37.995909,127.504086
RK95,Camp Long (H 416) Heliport,37.389105,127.954156
RK96,H 502 Heliport,36.3016,127.4798
RK97,H 506 Heliport,36.797224,127.208027
RK98,H 608 Heliport,36.093005,128.299595
RK9B,N 315 Helipad,34.576841,126.628032
RK9C,N 316 Helipad,34.39441,125.299115
RK9E,N 318 Helipad,33.492923,126.962962
RK9G,N 321 Helipad,33.422353,126.551122
RK9I,N 323 Helipad,33.306494,126.455998
RK9J,N 324 Helipad,33.960563,126.293367
RK9K,N 325 Helipad,33.939677,126.322973
RK9L,ROK Navy Donghae Ammunition Depot Heliport (N-100),37.531667,129.094562
RK9P,N 201 Helipad,36.990951,126.80819
RK9Q,N 204 Helipad,37.259222,126.098612
RK9R,N 205 Helipad,36.117753,125.980171
RK9S,N 101 Helipad,36.92002,129.377384
RK9V,N 221 Helipad,37.613184,126.373978
RK9W,N 208 Helipad,37.822591,124.715987
RK9X,N 209 Helipad,37.769224,124.756531
RK9Z,N 217 Helipad,37.73158,126.233291
RKA1,N 218 Helipad,37.710832,126.274502
RKA2,N 219 Helipad,37.657445,126.326388
RKA5,N 231 Helipad,37.687425,126.194243
RKA6,N-304 Helipad,34.040852,127.286938
RKA7,N 319 Helipads,33.295243,126.573717
RKA8,H 302 Heliport,37.559841,127.541343
RKA9,C 193 Heliport,37.545147,126.823712
RKB1,C 194 Heliport,37.534288,126.690439
RKB2,C 195 Heliport,37.303683,126.792427
RKC1,C 153 Heliport,37.706143,126.959537
RKC3,Camp Young (C 166) Heliport,37.92144,126.80125
RKC4,C 168 Heliport,37.875664,126.763698
RKC5,C-252 Heliport,37.842478,127.491971
RKC6,C-283 Heliport,37.930347,127.190557
RKC7,C 285 Heliport,37.47174,126.774223
RKC8,C 289 Heliport,37.730933,127.073753
RKC9,N 102 Helipad,38.014981,128.72803
RKD1,Pong Am Dong North R802 (탁구암동 노스 R802) (G-802) Airport,35.257854,128.625328
RKD3,N 206 Helipad,37.66675,125.69774
RKD4,N 207 Helipad,37.947694,124.637667
RKDD,N 105 Helipad,37.239445,131.868781
RKDU,N 104 Helipad,37.47916667,130.8955556
RKJB,Muan International Airport,34.991406,126.382814
RKJJ,Gwangju Airport,35.123173,126.805444
RKJK,Kunsan Air Base,35.90380096,126.6159973
RKJM,Mokpo Airport,34.758979,126.380324
RKJO,Yong Jung-ri Helipad,35.438754,126.432488
RKJU,Jeon Ju Airport (G-703),35.87808,127.119112
RKJY,Yeosu Airport,34.84230042,127.6169968
RKNC,Camp Page Airport (A-306),37.883801,127.718002
RKND,Sokcho (Mulchi Airfield) (G-407/K-50) Airport,38.142117,128.598318
RKNF,Whang Ryeong Helipad,37.780276,128.639552
RKNN,Gangneung Airport (K-18),37.753601,128.943915
RKNR,Kotar Range Heliport,37.072043,128.864104
RKNS,Samcheok Airfield,37.454301,129.14551
RKNW,Wonju/Hoengseong Air Base (K-38/K-46),37.441201,127.963858
RKNY,Yangyang International Airport,38.061298,128.669006
RKPC,Jeju International Airport,33.51129913,126.4929962
RKPD,Jeongseok Airport,33.39960098,126.711998
RKPE,Jinhae Airbase/Airport (G-813/K-10),35.140248,128.696229
RKPK,Gimhae International Airport,35.17950058,128.9380035
RKPM,Mosulpo Airbase Heliport,33.293821,126.162786
RKPS,Sacheon Air Base/Airport,35.088591,128.071747
RKPU,Ulsan Airport,35.59349823,129.352005
RKQ1,H 252 Heliport,37.928202,127.063657
RKRA,Ganapri (G 222) Airport,37.830057,126.99013
RKRB,Bu Cheon Airfield (G-103) Airport,37.474918,126.747272
RKRC,Ha Nam Heliport (G-280),37.534913,127.178528
RKRD,Deog So Heliport (G-290),37.607721,127.220521
RKRG,Yang Pyeong (G 301) Airport,37.501147,127.630137
RKRK,G 213 Airport,37.81169891,127.3570023
RKRN,Icheon Airfield (G-510),37.200715,127.469215
RKRO,Pocheon G 217 Airport,37.865283,127.177327
RKRP,Pa Ju (G 110) Airport,37.762912,126.792805
RKRS,Susaek (G 113) Airport,37.600539,126.869516
RKSC,Sv Ri San Helipad,37.356983,126.902626
RKSD,N 200 Heliport,37.171691,126.916266
RKSG,A 511 Airport,36.96220016,127.0309982
RKSH,Central 119 Rescue Heliport,37.670554,127.110167
RKSI,Incheon International Airport,37.46910095,126.4509964
RKSJ,Taesong-San Helipad,38.229628,127.539162
RKSM,Seoul Air Base (K-16),37.444744,127.112718
RKSN,Kooni Range Heliport,37.036498,126.759213
RKSO,Osan Air Base,37.090599,127.029999
RKSQ,Yeonpyeong-Myeon Heliport,37.664068,125.69797
RKSR,Camp Stanton Heliport (H-112),37.792728,126.845516
RKSS,Gimpo International Airport,37.5583,126.791
RKST,Camp Casey-Dongduchon (Camp Mobile) (H-220) Airfield,37.920842,127.055361
RKSU,Yeoju Range Heliport,37.436895,127.632886
RKSV,Pyoripsan Heliport,37.77857,126.381706
RKSW,Suwon Airport,37.23939896,127.0070038
RKSX,Camp Stanley (H 207) Heliport,37.722314,127.097335
RKSY,H 264 Heliport,37.528355,126.975799
RKTA,Taean Airport,36.59453,126.295803
RKTB,Paekado Helipad,37.025726,125.997423
RKTD,Taejon Airfield,36.316327,127.361712
RKTE,Seongmu Airport,36.568199,127.5
RKTH,Pohang Airport (G-815/K-3),35.987955,129.420383
RKTI,Jungwon Air Base/Chungju Airport,37.03024,127.886353
RKTN,Daegu Airport,35.896872,128.65531
RKTP,Seosan Air Base,36.703999,126.486
RKTS,Sangju Airfield,36.407451,128.177158
RKTU,Cheongju International Airport/Cheongju Air Base (K-59/G-513),36.717008,127.498741
RKTW,Woong Cheon Heliport,36.219321,126.54962
RKTY,Yecheon Airbase,36.630373,128.34971
RKU,Kairuku Airport,-8.817000054,146.5243833
RKUC,Jochiwon Airfield (G-505),36.572716,127.297339
RKUL,G 536 Airport,36.269402,127.113998
RKUY,Yongchon Airport (G-801),36.025333,128.81945
RKY,Rokeby Airport,-13.6434,142.641
RLP,Rosella Plains Airport,-18.4253,144.4587
RMD,Basanth Nagar Airport,18.701,79.3923
RMP,Rampart Airport,65.507896,-150.141007
RMU,Región de Murcia International Airport,37.803,-1.125
RNR,Robinson River Airport,-10.171,148.823
RO-0001,Clinceni Airfield,44.35902,25.93196
RO-0002,Banesti,45.068671,25.80637
RO-0003,Bucovina Fly Club,47.885278,25.899167
RO-0004,"Ineu ""King's Land"" field",47.079167,22.100278
RO-0005,Aerodrom Sălicea,46.6830919,23.5076486
RO-0006,Aerodromul Sânpetru-Brașov,45.718956,25.634199
RO-0007,Aerodromul Săulești,45.863784,22.965066
RO-0008,Aeroportul Sportiv Elie Carafoli,46.53441,24.5346447
RO-0009,Aerodromul Charlie Bravo Siria,46.26433,21.604521
RO-0010,Aerodrom Ghimbav,45.6978996,25.5283994
RO-0011,Aerodrom Prejmer,45.6976714,25.7797231
RO-0012,Aerodromul Costinești,43.9261539,28.6318939
RO-0013,Aeroclubul Balta-Verde,44.285839,23.791537
RO-0014,Aerodromul Alexeni,44.704857,26.720739
RO-0015,Siliștea Gumești Air Base,44.370911,24.983528
RO-0016,Aerial Club Vădeni,45.364129,27.938835
RO-0017,Aerodrom Cioca,45.7868759,21.1902646
RO-0018,Cobrex Heliport,45.657232,25.557645
RO-0019,Comana Airstrip,44.2002778,26.1397222
RO-0020,Aerodromul Buziaş,45.654166,21.580124
RO-0021,Fazi Airstrip,46.3472478,25.8734192
RO-0022,Lăzarea Airstrip,46.7261196,25.5141861
RO-0023,Aerodrom Drobeta,44.580556,22.844444
RO-0024,Aerodrom Piatra Craiului,45.56553,25.396588
RO-0025,Aerodromul Topoloveni,44.7966246,25.0896598
RO-0026,Salonti Airstrip,45.9416179,23.7606823
RO-0027,Aerodromul Ciceu-Andras,46.3927664,25.7776699
RO-0028,Ghindari Airfield,46.5189842,24.943781
RO-0029,Popasul Zburatorilor Airfield,0,0
RO-0030,Popasul Zburatorilor Airfield,0,0
RO-0031,Aerodrom Crasna,47.1679879,22.8559184
RO02,Lester Helo Pad Nº 2,26.31722222,127.7644444
RO04,White Beach Helipad CFAO,26.30166667,127.9102778
ROAH,Naha Airport,26.19580078,127.6460037
RODE,Ie Shima Auxiliary Air Base,26.7257576,127.7649002
RODN,Kadena Air Base,26.3556,127.767998
ROIG,Ishigaki Airport,24.3445,124.187
ROKJ,Kumejima Airport,26.3635006,126.7139969
ROKR,Kerama Airport,26.16830063,127.2929993
ROMD,Minami-Daito Airport,25.8465004,131.2630005
ROMY,Miyako Airport,24.78280067,125.2949982
RORA,Aguni Airport,26.59250069,127.2409973
RORE,Ie Jima Airport,26.72200012,127.7850037
RORH,Hateruma Airport,24.05890083,123.8059998
RORK,Kitadaito Airport,25.94470024,131.3269959
RORS,Shimojishima Airport,24.82670021,125.1449966
RORT,Tarama Airport,24.65390015,124.6750031
RORY,Yoron Airport,27.04400063,128.4019928
ROTM,Futenma Marine Corps Air Station,26.27429962,127.7559967
ROYN,Yonaguni Airport,24.46689987,122.9779968
RP12,Pagbilao Grande Island Airport,13.90019989,121.7440033
RP13,Nonoc Airport,9.809260368,125.5930023
RP14,Magat River Management Project  Airstrip,16.829927,121.499659
RP15,Pasar Airport,10.91209984,124.4369965
RP16,Seahawk Lz Airstrip,6.65417,121.980003
RP17,Malita Airport,6.402279854,125.6190033
RPBL,Balesin Island Airport,14.419365,122.039402
RPLA,Pinamalayan Airport,12.98579979,121.4260025
RPLB,Subic Bay International Airport,14.79440022,120.2710037
RPLC,Diosdado Macapagal International Airport,15.186,120.559998
RPLI,Laoag International Airport,18.17810059,120.5319977
RPLJ,Jomalig Island Airport,14.704161,122.331133
RPLL,Ninoy Aquino International Airport,14.5086,121.019997
RPLN,Palanan Community Airport,17.065667,122.427671
RPLO,Cuyo Airport,10.85809994,121.0690002
RPLP,Legazpi City International Airport,13.1575,123.735
RPLR,Carmen Rosales Airstrip,15.8843422,120.6019449
RPLS,Danilo Atienza Air Base,14.49540043,120.9039993
RPLT,Itbayat Airport,20.722521,121.809969
RPLU,Lubang Airport,13.85540009,120.1050034
RPLV,Fort Magsaysay Airport,15.4347,121.091003
RPLX,Corregidor Airport,14.3913,120.607002
RPLY,Alabat Island Airport,14.23200035,121.9290009
RPLZ,Sorsogon Airport,13.006983,124.025731
RPMA,Allah Valley Airport,6.366819859,124.7509995
RPMB,Rajah Buayan Air Base,6.106440067,125.2350006
RPMC,Awang Airport,7.165239811,124.2099991
RPMD,Francisco Bangoy International Airport,7.125520229,125.6460037
RPME,Bancasi Airport,8.9515,125.4788
RPMF,Bislig Airport,8.195949554,126.3219986
RPMG,Dipolog Airport,8.601983499,123.3418751
RPMH,Camiguin Airport,9.253520012,124.7070007
RPMI,Iligan Airport,8.13049,124.214996
RPMJ,Jolo Airport,6.05366993,121.0110016
RPML,Cagayan De Oro Airport,8.41562,124.611
RPMM,Malabang Airport,7.617219925,124.0589981
RPMN,Sanga Sanga Airport,5.046991,119.742996
RPMO,Labo Airport,8.178509712,123.8420029
RPMP,Pagadian Airport,7.830731448,123.4611797
RPMQ,Mati National Airport,6.949091,126.27368
RPMR,General Santos International Airport,6.058000088,125.0960007
RPMS,Surigao Airport,9.755838326,125.4809475
RPMU,Cagayan de Sulu Airport,7.013999939,118.4960022
RPMV,Ipil Airport,7.785560131,122.6019974
RPMW,Tandag Airport,9.072110176,126.1709976
RPMX,Liloy Airport,8.102058787,122.6704216
RPMY,Malaybalay Airport,8.14166,125.117
RPMZ,Zamboanga International Airport,6.922420025,122.0599976
RPNS,Siargao Airport,9.8591,126.014
RPSB,Bantayan Airport,11.1624,123.7848
RPSD,Cesar Lim Rodriguez Airport,10.81874,119.507697
RPSM,Maasin Airport,10.18729973,124.7819977
RPSN,Ubay Airport,10.05903674,124.4255733
RPSR,Semirara Airport,12.07522,121.38847
RPUA,Aparri (Maura) Airport,18.35485,121.653907
RPUB,Loakan Airport,16.37509918,120.6200027
RPUD,Daet Airport,14.12919998,122.9800034
RPUE,Lucena Airport,13.931193,121.6011
RPUF,Basa Air Base,14.98724,120.492554
RPUG,Lingayen Airport,16.03479958,120.2409973
RPUH,San Jose Airport,12.36149979,121.0469971
RPUI,Iba Airport,15.32475567,119.9694977
RPUJ,Castillejos Airport,14.94634,120.190194
RPUK,Calapan Airport,13.422641,121.201687
RPUL,Fernando Air Base,13.95499992,121.125
RPUM,Mamburao Airport,13.20810032,120.6050034
RPUN,Naga Airport,13.5848999,123.2699966
RPUO,Basco Airport,20.4513,121.980003
RPUP,Jose Panganiban,14.293288,122.645659
RPUQ,Vigan Airport,17.55529976,120.3560028
RPUR,Dr.Juan C. Angara Airport,15.729309,121.500034
RPUS,San Fernando Airport,16.59560013,120.3030014
RPUT,Tuguegarao Airport,17.64336768,121.7331505
RPUU,Bulan Airport,12.68420029,123.8779984
RPUV,Virac Airport,13.5763998,124.2060013
RPUW,Marinduque Airport,13.36100006,121.8259964
RPUX,Plaridel Airport,14.890855,120.852914
RPUY,Cauayan Airport,16.92989922,121.7529984
RPUZ,Bagabag Airport,16.6192,121.251999
RPV,Roper Valley Airport,-14.9215,134.05
RPVA,Daniel Z. Romualdez Airport,11.228035,125.027761
RPVB,Bacolod-Silay Airport,10.7764,123.014999
RPVC,Calbayog Airport,12.07269955,124.5449982
RPVD,Sibulan Airport,9.333709717,123.3000031
RPVE,Godofredo P. Ramos Airport,11.9245,121.954002
RPVF,Catarman National Airport,12.5024004,124.6360016
RPVG,Guiuan Airport,11.03549957,125.7419968
RPVH,Hilongos Airport,10.38000011,124.7429962
RPVI,Iloilo International Airport,10.833017,122.493358
RPVJ,Moises R. Espinosa Airport,12.369682,123.630095
RPVK,Kalibo International Airport,11.67940044,122.3759995
RPVL,Wasig Airport,12.53610039,121.4810028
RPVM,Mactan Cebu International Airport,10.30749989,123.9789963
RPVO,Ormoc Airport,11.05799961,124.5650024
RPVP,Puerto Princesa Airport,9.742119789,118.7590027
RPVQ,Biliran Airport,11.51591783,124.4289851
RPVR,Roxas Airport,11.59770012,122.7519989
RPVS,Evelio Javier Airport,10.76599979,121.9329987
RPVT,Tagbilaran Airport,9.665442,123.853533
RPVU,Tugdan Airport,12.31099987,122.0849991
RPVV,Francisco B. Reyes Airport,12.12150002,120.0999985
RPVW,Borongan Airport,11.67430019,125.4789963
RPVY,Catbalogan Airport,11.81,124.83
RPVZ,Siquijor Airport,9.214203223,123.4722519
RRM,Marromeu Airport,-18.2929,35.9345
RS-0001,Bela Crkva Airport,44.925166,21.370155
RS-0002,Bojnik Airport,42.997299,21.721901
RS-0003,"Aerodrom ""13.Maj""",44.876444,20.305917
RS-0004,Sjenica Air Base,43.273784,20.046188
RS-0005,Aerodrom Vojka Nova Pazova,44.9343253,20.1716347
RS-0006,Backi Monostor Airfield,45.7850337,19.0191747
RS-0007,Smederevo Airport,44.6439,20.9623
RS-0008,"Sportski Aerodrom ""Kozhirsko Polje""",43.5634552,21.3362595
RS-0009,Banjički Vis Heliport,44.7623,20.4714
RS-0010,Bogatić,44.8266667,19.4997222
RS-0011,Surčin Airstrip,44.768889,20.304722
RS-0012,Titel Airstrip,45.1975,20.2788889
RS-0013,Vršački Ritovi Airstrip,45.1594444,21.185
RS-0014,Progar Airstrip,44.7231987,20.1748266
RSCO,Scotts Field,36.014336,-90.800196
RSE,Rose Bay Seaplane Base,-33.869,151.262
RTS,Marked as duplicate - Rottnest Island Airport,-32.0067,115.5367
RU-0001,Levashovo Air Base,60.08670044,30.19330025
RU-0002,Afrikanda Air Base,67.45670319,32.7867012
RU-0003,Alexandrovo Air Base,54.49330139,39.93170166
RU-0004,Aleysk Air Base,52.483297,82.699997
RU-0005,Andreapol Air Base,56.643299,32.313301
RU-0006,Arabatuk Air Base,50.223801,117.098999
RU-0007,Ashchebutak Air Base,51.03499985,59.16830063
RU-0008,Bada Air Base,51.406917,109.900091
RU-0009,Bakhmutovo Air Base,56.37170029,34.0882988
RU-0010,Balashov Air Base,51.53329849,43.29999924
